instruction,reference,prediction,latency_sec
Is Anaplastic astrocytoma inherited ?,"Are anaplastic astrocytomas inherited? Anaplastic astrocytomas are usually not inherited. These tumors typically occur sporadically, in people with no family history of astrocytomas. In most cases, the exact cause is unknown. Familial cases of isolated astrocytomas have been reported but are very rare. Astrocytomas can have a genetic link when they are associated with a few rare, inherited disorders. These include neurofibromatosis type I, Li-Fraumeni syndrome, Turcot syndrome, and tuberous sclerosis. Astrosytomas occur more frequently in people with one of these disorders. Like many other cancers, it is believed that isolated astrocytomas may occur due to a combination of genetic and environmental factors. This means that a person may carry a gene (or a combination of genes) that predisposes them to developing an astrocytoma, but it may not develop unless it is ""triggered"" by an environmental factor.","Anaplastic Astrocytomas are not known to be inherited. They are a type of brain tumor that can occur in adults and is often associated with the presence of an abnormal gene called TP53, which is involved in DNA repair. However, this does not mean that it is passed down from parents to children. The development of anaplastic astrocytoma is more likely due to environmental factors or random genetic mutations rather than inheritance. It's important to note that while there may be some risk factors for developing anaplastic astrocytoma, such as exposure to radiation or certain chemicals, these do not guarantee that someone will develop the condition. If you have concerns about your family history or if you're experiencing symptoms of a brain tumor, it's always best to consult with a healthcare professional who can provide personalized advice based on your individual circumstances.",7.129014619000031
How many people are affected by Charcot-Marie-Tooth disease ?,"Charcot-Marie-Tooth disease is the most common inherited disorder that involves the peripheral nerves, affecting an estimated 150,000 people in the United States. It occurs in populations worldwide with a prevalence of about 1 in 2,500 individuals.","Charcot-Marie-Tooth (CMT) disease is a group of inherited disorders that affect the peripheral nervous system. It can cause weakness and atrophy in muscles, as well as sensory loss.

There are several types of CMT, each with its own characteristics:

1. Type 1: This type affects motor nerves primarily, leading to muscle weakness and atrophy.
2. Type 2: This type affects both motor and sensory nerves, causing more severe symptoms than Type 1.
3. Type 3: This type affects only sensory nerves, resulting in numbness and tingling sensations.
4. Type 4: This type affects both motor and sensory nerves, but it's less common than Types 1-3.
5. Type 6: This type affects only sensory nerves, similar to Type 3.

The severity of symptoms varies among individuals within each type, and some may have mild or no symptoms at all. However, the overall prevalence of CMT is estimated to be around 0.008% of the population worldwide. This means that approximately 8 out of every 10,000 people will develop CMT at some point in their lives. 

It's important to note that while these statistics provide an estimate,",10.465000533999955
What are the symptoms of Papillon Lefevre syndrome ?,"What are the signs and symptoms of Papillon Lefevre syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Papillon Lefevre syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the fingernails 90% Gingivitis 90% Palmoplantar keratoderma 90% Periodontitis 90% Premature loss of primary teeth 90% Pustule 90% Reduced number of teeth 90% Cerebral calcification 50% Recurrent respiratory infections 50% Skin ulcer 50% Arachnodactyly 7.5% Hypertrichosis 7.5% Hypopigmented skin patches 7.5% Liver abscess 7.5% Melanoma 7.5% Neoplasm of the skin 7.5% Osteolysis 7.5% Atrophy of alveolar ridges - Autosomal recessive inheritance - Choroid plexus calcification - Palmoplantar hyperkeratosis - Premature loss of teeth - Severe periodontitis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","Papillon-Lefèvre syndrome is a rare genetic disorder that affects the skin, hair, and nails. The main symptom is recurrent episodes of severe sunburn-like rashes on the face, scalp, and neck. These rashes can be painful and may leave scarring. Other symptoms include:

- Hair loss
- Skin lesions
- Nail abnormalities
- Joint pain or stiffness (arthritis)
- Eye problems such as dry eyes or inflammation

The condition is caused by mutations in the PTPN1 gene, which helps regulate cell growth and division. It's usually diagnosed in childhood but can sometimes appear later in life.

Treatment focuses on managing symptoms and preventing complications. This includes using sunscreen to protect against UV damage, avoiding harsh chemicals in skincare products, and treating any associated conditions like arthritis with medications. Regular follow-up appointments with dermatologists and other specialists are important for monitoring the disease and adjusting treatments as needed.",7.7329468190000625
What is (are) Diabetic Kidney Disease ?,"Diabetic kidney disease, also called diabetic nephropathy, is kidney disease caused by diabetes. Even when well controlled, diabetes can lead to chronic kidney disease (CKD) and kidney failure, described as end-stage kidney disease or ESRD when treated with a kidney transplant or blood-filtering treatments called dialysis. Diabetes affects 25.8 million people of all ages in the United States.1 As many as 40 percent of people who have diabetes are expected to develop CKD.2 Diabetes, the most common cause of kidney failure in the United States, accounts for nearly 44 percent of new cases of kidney failure, as illustrated in Figure 1.3","Diabetic kidney disease, also known as diabetic nephropathy or diabetic renal disease, is a complication of diabetes that affects the kidneys' ability to filter blood. It occurs when high levels of glucose in the blood damage the tiny blood vessels in the kidneys over time.

The primary cause of diabetic kidney disease is poorly controlled blood sugar levels. When blood sugar is consistently too high for an extended period, it can lead to inflammation and damage to the kidneys' filtering units called nephrons. This damage disrupts the normal function of the kidneys, leading to reduced urine output and increased pressure within the kidneys.

As the condition progresses, diabetic kidney disease may progress to chronic kidney disease (CKD), which can eventually lead to end-stage renal disease (ESRD). At this stage, patients require dialysis or a kidney transplant to manage their remaining kidney function.

Early detection and management are crucial in preventing progression to more severe stages of kidney disease. Treatment options include:

1. **Blood Sugar Control**: Maintaining tight control of blood sugar through diet, exercise, medication, and regular monitoring.
2. **Blood Pressure Management**: Keeping blood pressure under control with medications and lifestyle changes.
3. **Regular Monitoring**: Periodic testing of kidney function to monitor any decline in kidney health.
4. **",10.516926658999978
What is (are) Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,"Medium-chain acyl-coenzyme A dehydrogenase deficiency (MCADD) is an inherited metabolic disorder that prevents the body from converting certain fats to energy, particularly during periods without food (fasting). Normally, through a process called fatty acid oxidation, several enzymes work in a step-wise fashion to break down (metabolize) fats and convert them to energy. People with MCADD do not have enough of an enzyme needed for the step that metabolizes a group of fats called medium-chain fatty acids. MCADD is caused by mutations in the ACADM gene and is inherited in an autosomal recessive manner. Treatment includes avoidance of fasting and of medium chain triglycerides in the diet.","Medium-chain acyl-CoA dehydrogenase deficiency (MCADD) is a rare, inherited metabolic disorder that affects the body's ability to break down certain fats. MCADD occurs when there isn't enough of an enzyme called medium-chain acyl-CoA dehydrogenase in the liver and muscles.

The condition can cause severe health problems if not treated early. Symptoms include vomiting, diarrhea, dehydration, seizures, and coma. In some cases, it can lead to death if left untreated. MCADD is more common in people with African American or Native American ancestry. It's also known as hypoketotic hyperglycemic state (HHGS).",5.4497351620000245
What are the genetic changes related to X-linked infantile spasm syndrome ?,"X-linked infantile spasm syndrome is caused by mutations in either the ARX gene or the CDKL5 gene. The proteins produced from these genes play a role in the normal functioning of the brain. The ARX protein is involved in the regulation of other genes that contribute to brain development. The CDKL5 protein is thought to regulate the activity of at least one protein that is critical for normal brain function. Researchers are working to determine how mutations in either of these genes lead to seizures and intellectual disability. Infantile spasms can have nongenetic causes, such as brain malformations, other disorders that affect brain function, or brain damage. In addition, changes in genes that are not located on the X chromosome cause infantile spasms in rare cases.","X-linked infantile spasms (ILS) is a rare, severe form of epilepsy that affects infants. It is caused by mutations in the SCN1A gene on the X chromosome. The mutation leads to an abnormality in the ion channel protein called AMPA receptors, which play a crucial role in regulating neuronal excitability and synaptic transmission.

The primary genetic change associated with ILS is a deletion or duplication of DNA segments within the SCN1A gene. This results in the production of a truncated or non-functional version of the AMPA receptor protein. As a consequence, there is reduced inhibition of neurons, leading to excessive excitation and subsequent seizures.

In addition to the SCN1A gene, other genes located on the X chromosome have been implicated in X-linked ILS, including:

1. **SCN2A**: Mutations in this gene can also cause ILS.
2. **CABP**: Affects the calcium signaling pathway and may contribute to the pathogenesis of ILS.
3. **GABRB3**: Implicated in GABAergic neurotransmission and may be involved in the regulation of seizure activity.

These genetic alterations collectively lead to the characteristic features of X-linked ILS, including early-onset seizures, developmental delay, and intellectual disability.",10.542099854999947
How many people are affected by age-related macular degeneration ?,"Age-related macular degeneration has an estimated prevalence of 1 in 2,000 people in the United States and other developed countries. The condition currently affects several million Americans, and the prevalence is expected to increase over the coming decades as the proportion of older people in the population increases. For reasons that are unclear, age-related macular degeneration affects individuals of European descent more frequently than African Americans in the United States.","Age-related macular degeneration (AMD) is a leading cause of vision loss in older adults. According to the National Eye Institute, approximately 10 million Americans have AMD and about 28 million more are at risk for developing it.

The number of people affected by AMD varies depending on several factors such as age, genetics, lifestyle, and environmental factors. However, it's important to note that while there isn't a specific ""number"" of people affected by AMD, the prevalence of the disease increases with age, making it particularly prevalent among those over 65 years old.

It's also worth noting that AMD can affect both eyes, although symptoms may appear differently in each eye. The severity of AMD can range from mild changes in central vision to severe vision loss, which can impact daily activities like reading, driving, or recognizing faces. Early detection and treatment can help slow the progression of the disease and improve quality of life for individuals living with AMD.",7.962973108999904
What are the genetic changes related to myotonia congenita ?,"Mutations in the CLCN1 gene cause myotonia congenita. The CLCN1 gene provides instructions for making a protein that is critical for the normal function of skeletal muscle cells. For the body to move normally, skeletal muscles must tense (contract) and relax in a coordinated way. Muscle contraction and relaxation are controlled by the flow of charged atoms (ions) into and out of muscle cells. Specifically, the protein produced from the CLCN1 gene forms a channel that controls the flow of negatively charged chlorine atoms (chloride ions) into these cells. The main function of this channel is to stabilize the cells' electrical charge, which prevents muscles from contracting abnormally. Mutations in the CLCN1 gene alter the usual structure or function of chloride channels. The altered channels cannot properly regulate ion flow, reducing the movement of chloride ions into skeletal muscle cells. This disruption in chloride ion flow triggers prolonged muscle contractions, which are the hallmark of myotonia.","Myotonia congenita is a rare, inherited neuromuscular disorder characterized by muscle stiffness and weakness. The condition is caused by mutations in the CLCN1 gene, which encodes for the chloride channel protein that regulates sodium ion channels in skeletal muscles.

The primary genetic change associated with myotonia congenita involves a deletion of three nucleotides (GAG) within the coding sequence of the CLCN1 gene. This results in an amino acid substitution where glutamic acid (Glu) is replaced by aspartic acid (Asp). Specifically, the original codon GTT is changed to GAT, leading to the production of a truncated protein lacking the first 20 amino acids.

This mutation disrupts the normal function of the chloride channel, impairing its ability to regulate sodium ion channels properly. As a result, there is reduced or delayed opening of these channels, causing prolonged depolarization of the muscle cells. This leads to increased intracellular calcium levels, which can cause muscle contraction to be delayed or inhibited, resulting in the characteristic symptoms of myotonia congenita.

In summary, the genetic change responsible for myotonia congenita is a single nucleotide deletion that alters one amino acid in the CLCN1 gene, leading to a",10.469481070000029
What are the treatments for congenital leptin deficiency ?,"These resources address the diagnosis or management of congenital leptin deficiency: - Eunice Kennedy Shriver National Institute of Child Health and Human Development: How Are Obesity and Overweight Diagnosed? - Genetic Testing Registry: Obesity, severe, due to leptin deficiency - Genetics of Obesity Study - National Heart, Lung, and Blood Institute: How Are Overweight and Obesity Treated? These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care","Congenital leptin deficiency is a rare genetic disorder that affects the body's ability to produce and use leptin, a hormone that regulates appetite and energy balance. The treatment of this condition typically involves managing symptoms and addressing any underlying causes.

1. **Dietary Management**: A balanced diet rich in fruits, vegetables, lean proteins, and whole grains can help manage weight and improve overall health. It may also be necessary to limit certain foods or nutrients that can exacerbate symptoms.

2. **Physical Activity**: Regular physical activity can help maintain muscle mass, increase metabolism, and reduce fat storage. This can be particularly beneficial for individuals with obesity-related complications.

3. **Medications**: In some cases, medications such as appetite suppressants (e.g., sibutramine) or anti-obesity drugs may be prescribed to help control weight gain and improve metabolic function.

4. **Surgical Interventions**: For severe cases where weight loss surgery (bariatric surgery) is indicated, it can help achieve significant weight loss and improve overall health outcomes.

5. **Monitoring and Follow-Up**: Regular monitoring by healthcare professionals is crucial to assess progress, adjust treatment plans as needed, and address any new developments or complications.

6. **Supportive Therapies",10.540939684999898
What are the symptoms of Tourette syndrome ?,"What are the signs and symptoms of Tourette syndrome? The early symptoms of Tourette syndrome are almost always noticed first in childhood, with the average onset between the ages of 3 and 9 years. Although the symptoms of Tourette syndrome vary from person to person and range from very mild to severe, the majority of cases fall into the mild category. The Human Phenotype Ontology provides the following list of signs and symptoms for Tourette syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aggressive behavior - Attention deficit hyperactivity disorder - Autosomal dominant inheritance - Echolalia - Motor tics - Obsessive-compulsive behavior - Phonic tics - Self-mutilation - Sleep disturbance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","Tourette Syndrome is a neurological disorder that causes people to make involuntary sounds and movements called tics. The most common types of tics include:

  * Motor tics, which involve sudden, repetitive muscle movements such as eye blinking or shoulder shrugging.
  * Vocal tics, which involve making sudden, repeated vocalizations such as grunting, throat clearing, or shouting.

Other possible symptoms of Tourette Syndrome may include obsessive-compulsive behaviors (such as repeatedly checking things), anxiety, depression, learning disabilities, and attention deficit hyperactivity disorder (ADHD). It's important to note that not everyone with Tourette Syndrome will experience all of these symptoms, and some individuals may have milder cases than others. If you suspect someone has Tourette Syndrome, it's best to consult with a healthcare professional for an accurate diagnosis and appropriate treatment plan.",7.120945516999996
What are the genetic changes related to Treacher Collins syndrome ?,"Mutations in the TCOF1, POLR1C, or POLR1D gene can cause Treacher Collins syndrome. TCOF1 gene mutations are the most common cause of the disorder, accounting for 81 to 93 percent of all cases. POLR1C and POLR1D gene mutations cause an additional 2 percent of cases. In individuals without an identified mutation in one of these genes, the genetic cause of the condition is unknown. The proteins produced from the TCOF1, POLR1C, and POLR1D genes all appear to play important roles in the early development of bones and other tissues of the face. These proteins are involved in the production of a molecule called ribosomal RNA (rRNA), a chemical cousin of DNA. Ribosomal RNA helps assemble protein building blocks (amino acids) into new proteins, which is essential for the normal functioning and survival of cells. Mutations in the TCOF1, POLR1C, or POLR1D gene reduce the production of rRNA. Researchers speculate that a decrease in the amount of rRNA may trigger the self-destruction (apoptosis) of certain cells involved in the development of facial bones and tissues. The abnormal cell death could lead to the specific problems with facial development found in Treacher Collins syndrome. However, it is unclear why the effects of a reduction in rRNA are limited to facial development.","Treacher Collins syndrome is a rare genetic disorder that affects the development of facial features. The primary genetic change associated with this condition is an abnormality in the TCOF1 gene, which codes for a protein called TRIO.

The TCOF1 gene provides instructions for making a protein that plays a crucial role in cell growth and division (mitosis). When there's a mutation in the TCOF1 gene, it can lead to problems with mitosis, resulting in the characteristic facial abnormalities seen in Treacher Collins syndrome.

These mutations typically occur randomly during the formation of sperm or egg cells (meiosis) before birth, but they can also be inherited from parents who have the condition. This means that some people may inherit the mutated gene without showing symptoms themselves, while others might develop the syndrome due to inheriting two copies of the mutated gene—one from each parent.

In summary, the genetic change responsible for Treacher Collins syndrome involves alterations in the TCOF1 gene, leading to disruptions in the normal function of the TRIO protein, which impacts cellular processes essential for proper facial development.",9.062714774000028
What to do for Whipple Disease ?,A person with Whipple disease and malabsorption may need - a diet high in calories and protein - vitamins - nutritional supplements,"Whipple disease is a rare, chronic infectious disorder that affects the digestive system. It's caused by the bacterium Tropheryma whipplei and can lead to inflammation of the walls of the intestines (enteritis), which may cause symptoms such as abdominal pain, diarrhea, weight loss, fever, fatigue, and neurological problems.

Here are some general steps you might consider if you suspect or have been diagnosed with Whipple disease:

1. **Consult Your Doctor**: If you think you might have Whipple disease, it's important to see your doctor right away. They will likely perform tests to confirm the diagnosis.

2. **Antibiotic Treatment**: The most effective treatment for Whipple disease involves taking antibiotics for several months. Commonly used antibiotics include azithromycin, clarithromycin, and tetracycline. These medications work by killing the bacteria causing the infection.

3. **Follow-Up Tests**: After starting antibiotic therapy, regular follow-up tests are necessary to monitor how well the treatment is working and to check for any side effects.

4. **Supportive Care**: Depending on the severity of your condition, supportive care measures like dietary changes, hydration, and managing symptoms may be recommended.

5. **Lifestyle Adjustments**: Some people find",10.448088488999929
What are the genetic changes related to coloboma ?,"Coloboma arises from abnormal development of the eye. During the second month of development before birth, a seam called the optic fissure (also known as the choroidal fissure or embryonic fissure) closes to form the structures of the eye. When the optic fissure does not close completely, the result is a coloboma. The location of the coloboma depends on the part of the optic fissure that failed to close. Coloboma may be caused by changes in many genes involved in the early development of the eye, most of which have not been identified. The condition may also result from a chromosomal abnormality affecting one or more genes. Most genetic changes associated with coloboma have been identified only in very small numbers of affected individuals. The risk of coloboma may also be increased by environmental factors that affect early development, such as exposure to alcohol during pregnancy. In these cases, affected individuals usually have other health problems in addition to coloboma.","Coloboma is a congenital eye defect characterized by the absence or incomplete development of one or more parts of an eye. The exact cause of coloboma is not fully understood, but it is believed to be caused by mutations in genes that control cell division and differentiation during embryonic development.

There are several types of coloboma, including:

1. **Optic chiasm coloboma**: This type occurs when there is a missing part of the optic nerve at the level of the optic chiasm (the cross-shaped structure where the two eyes' optic nerves meet).

2. **Optic tract coloboma**: This type involves the absence or abnormality of the optic tract, which connects the retina to the brain.

3. **Optic disc coloboma**: This type affects the optic disc (the area of the retina where vision is processed), leading to abnormalities such as cupping of the optic disc.

4. **Retinal coloboma**: This type involves the absence or abnormality of retinal tissue, often affecting the macula (the central part of the retina responsible for sharp vision).

5. **Ciliary body coloboma**: This type affects the ciliary body, which is involved in producing aqueous humor and controlling the shape of",10.411440739
How many people are affected by moyamoya disease ?,"Moyamoya disease was first identified in Japan, where it is most prevalent, affecting about 5 in 100,000 individuals. The condition is also relatively common in other Asian populations. It is ten times less common in Europe. In the United States, Asian Americans are four times more commonly affected than whites. For unknown reasons, moyamoya disease occurs twice as often in females as in males.","Moyamoya disease is a rare cerebrovascular disorder that affects the blood vessels in the brain. It occurs when the arteries supplying blood to the brain become narrowed or blocked, and new small blood vessels grow to try to compensate for this lack of blood flow.

The exact number of people affected by moyamoya disease is difficult to determine because it is a relatively uncommon condition. According to some estimates, moyamoya disease affects about 1 out of every 50,000 people worldwide. However, these numbers can vary depending on factors such as geographic location and population density.

It's important to note that while moyamoya disease primarily affects adults, there have been cases reported in children as well. The severity of symptoms can range from mild to severe, with some individuals experiencing no noticeable symptoms at all. In more severe cases, moyamoya disease can lead to stroke-like symptoms, cognitive impairment, seizures, and other neurological complications.",7.772459707000053
What are the treatments for Glycogen storage disease type 4 ?,"How might glycogen storage disease type 4 be treated? Management of glycogen storage disease type 4 typically focuses on the signs and symptoms that are present in each individual. Studies have show that in some cases, strict dietary therapy can help to maintain normal levels of glucose in the blood, reduce liver size, reduce symptoms, and allow for improved growth and development. Growing evidence indicates that a high-protein diet may improve muscle function in individuals with weakness or exercise intolerance and slow disease progression. Supportive care is typically needed for complications such as liver failure, heart failure, and neurologic dysfunction. Liver transplantation may be necessary for individuals with progressive liver disease. Individuals with cardiomyopathy may require the use of certain medications.","Glycogen storage disease type 4 (GSD-4) is a rare genetic disorder that affects carbohydrate metabolism. The primary treatment for GSD-4 involves managing symptoms and complications through various approaches:

1. **Dietary Management**: A low-carbohydrate diet can help reduce the accumulation of glycogen in liver cells, which is one of the main features of GSD-4.

2. **Phenylalanine Supplementation**: Since GSD-4 patients have an inability to metabolize phenylalanine efficiently, supplementation with phenylalanine may be necessary to prevent or manage hyperphenylalaninemia.

3. **Monitoring and Regular Check-ups**: Patients should undergo regular medical check-ups to monitor their condition, including blood tests to assess levels of phenylalanine and other metabolic markers.

4. **Physical Activity**: Encouraging physical activity can improve overall health and well-being, but it's important to avoid activities that could lead to injury due to muscle weakness.

5. **Supportive Care**: This includes addressing any secondary conditions such as hypothyroidism, which can occur in some GSD-4 cases, by providing appropriate hormone replacement therapy if needed.

6. **Genetic Counseling**: Given the hereditary nature of",10.389265890999923
What is the outlook for Small Intestine Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options.The prognosis (chance of recovery) and treatment options depend on the following: - The type of small intestine cancer. - Whether the cancer is in the inner lining of the small intestine only or has spread into or beyond the wall of the small intestine. - Whether the cancer has spread to other places in the body, such as the lymph nodes, liver, or peritoneum (tissue that lines the wall of the abdomen and covers most of the organs in the abdomen). - Whether the cancer can be completely removed by surgery. - Whether the cancer is newly diagnosed or has recurred.","Small intestine cancer, also known as gastrointestinal stromal tumor (GIST), has a very low incidence rate. It's estimated that only about 10,000 new cases are diagnosed each year in the United States.

The prognosis for small intestine cancer depends on several factors:

- The type of GIST
- The size and location of the tumor
- Whether it has spread to other parts of the body

If the tumor is localized and hasn't spread, the five-year survival rate can be as high as 95%. However, if the cancer has spread to other organs or tissues, the prognosis becomes much worse, with a five-year survival rate of around 20%.

Treatment options may include surgery, chemotherapy, radiation therapy, targeted drug therapy, and immunotherapy. Early detection through regular screenings can improve outcomes.",6.863452873000028
What causes Fecal Incontinence ?,"Fecal incontinence has many causes, including - diarrhea - constipation - muscle damage or weakness - nerve damage - loss of stretch in the rectum - childbirth by vaginal delivery - hemorrhoids and rectal prolapse - rectocele - inactivity Diarrhea Diarrhea can cause fecal incontinence. Loose stools fill the rectum quickly and are more difficult to hold than solid stools. Diarrhea increases the chance of not reaching a bathroom in time. Constipation Constipation can lead to large, hard stools that stretch the rectum and cause the internal sphincter muscles to relax by reflex. Watery stool builds up behind the hard stool and may leak out around the hard stool, leading to fecal incontinence. The type of constipation that is most likely to lead to fecal incontinence occurs when people are unable to relax their external sphincter and pelvic floor muscles when straining to have a bowel movement, often mistakenly squeezing these muscles instead of relaxing them. This squeezing makes it difficult to pass stool and may lead to a large amount of stool in the rectum. This type of constipation, called dyssynergic defecation or disordered defecation, is a result of faulty learning. For example, children or adults who have pain when having a bowel movement may unconsciously learn to squeeze their muscles to delay the bowel movement and avoid pain. Muscle Damage or Weakness Injury to one or both of the sphincter muscles can cause fecal incontinence. If these muscles, called the external and internal anal sphincter muscles, are damaged or weakened, they may not be strong enough to keep the anus closed and prevent stool from leaking. Trauma, childbirth injuries, cancer surgery, and hemorrhoid surgery are possible causes of injury to the sphincters. Hemorrhoids are swollen blood vessels in and around the anus and lower rectum. Nerve Damage The anal sphincter muscles wont open and close properly if the nerves that control them are damaged. Likewise, if the nerves that sense stool in the rectum are damaged, a person may not feel the urge to go to the bathroom. Both types of nerve damage can lead to fecal incontinence. Possible sources of nerve damage are childbirth; a long-term habit of straining to pass stool; spinal cord injury; and diseases, such as diabetes and multiple sclerosis, that affect the nerves that go to the sphincter muscles and rectum. Brain injuries from stroke, head trauma, or certain diseases can also cause fecal incontinence. Loss of Stretch in the Rectum Normally, the rectum stretches to hold stool until a person has a bowel movement. Rectal surgery, radiation treatment, and inflammatory bowel diseaseschronic disorders that cause irritation and sores on the lining of the digestive systemcan cause the rectal walls to become stiff. The rectum then cant stretch as much to hold stool, increasing the risk of fecal incontinence. Childbirth by Vaginal Delivery Childbirth sometimes causes injuries to muscles and nerves in the pelvic floor. The risk is greater if forceps are used to help deliver the baby or if an episiotomya cut in the vaginal area to prevent the babys head from tearing the vagina during birthis performed. Fecal incontinence related to childbirth can appear soon after delivery or many years later. Hemorrhoids and Rectal Prolapse External hemorrhoids, which develop under the skin around the anus, can prevent the anal sphincter muscles from closing completely. Rectal prolapse, a condition that causes the rectum to drop down through the anus, can also prevent the anal sphincter muscles from closing well enough to prevent leakage. Small amounts of mucus or liquid stool can then leak through the anus. Rectocele Rectocele is a condition that causes the rectum to protrude through the vagina. Rectocele can happen when the thin layer of muscles separating the rectum from the vagina becomes weak. For women with rectocele, straining to have a bowel movement may be less effective because rectocele reduces the amount of downward force through the anus. The result may be retention of stool in the rectum. More research is needed to be sure rectocele increases the risk of fecal incontinence. Inactivity People who are inactive, especially those who spend many hours a day sitting or lying down, have an increased risk of retaining a large amount of stool in the rectum. Liquid stool can then leak around the more solid stool. Frail, older adults are most likely to develop constipation-related fecal incontinence for this reason.","Fecal incontinence is a condition where an individual loses control over their bowel movements, leading to the unintentional passage of feces. There are several potential causes of fecal incontinence:

1. **Diagnosis**: The first step in treating fecal incontinence is identifying its underlying cause. This can involve medical evaluation and diagnostic tests.

2. **Medical Evaluation**: A healthcare provider will conduct a thorough examination to determine the specific type of fecal incontinence experienced by the patient. Common types include urge incontinence (involuntary leakage due to strong urges), overflow incontinence (leakage when the bladder is full but not emptied), and mixed incontinence (a combination of both).

3. **Treatment Options**:
   - **Behavioral Interventions**: These may include pelvic floor exercises, biofeedback, or training programs that help improve control over bowel movements.
   - **Medications**: Certain medications can be prescribed to manage symptoms related to fecal incontinence, such as antidiarrheals for diarrhea-related incontinence or anti-spasmodics for urgency-associated incontinence.
   - **Surgical Procedures**: For severe cases, surgical interventions might be considered, including sacral nerve stimulation, col",10.425219010999967
How many people are affected by hypochondrogenesis ?,"Hypochondrogenesis and achondrogenesis, type 2 (a similar skeletal disorder) together affect 1 in 40,000 to 60,000 newborns.","Hypochondrogenesis is a rare genetic disorder that affects the development of the nervous system. It primarily impacts individuals during fetal development, leading to various neurological and developmental issues.

The exact number of people affected by hypochondrogenesis is not precisely known due to its rarity and the difficulty in diagnosing it early enough for accurate population statistics. However, estimates suggest that there may be fewer than 100 cases reported worldwide as of recent studies.

It's important to note that this figure can vary depending on how widely the condition is recognized and diagnosed. As medical knowledge advances and diagnostic tools improve, more cases might come to light over time. For precise figures, consulting current medical literature or databases dedicated to rare diseases would provide the most up-to-date information.",6.355446475999997
What is (are) Alzheimer's Disease ?,"Dementia is a loss of thinking, remembering, and reasoning skills that interferes with a persons daily life and activities. Alzheimers disease is the most common cause of dementia among older people. Dementia ranges in severity from the mild stage, when it is just beginning to affect a persons functioning, to the severe stage, when the person must depend completely on others for care.","Alzheimer's disease is a progressive neurodegenerative disorder characterized by the accumulation of beta-amyloid plaques and tau protein tangles in the brain. It primarily affects memory, thinking, and behavior, leading to cognitive decline and eventually severe dementia. The exact cause remains unknown, but it is believed to involve genetic factors, environmental influences, and lifestyle choices. There is no cure for Alzheimer's disease, but treatments aim to manage symptoms and slow progression. Early diagnosis through biomarkers can help with personalized treatment plans.",4.3770129639999595
